Id,label,is_source
0xa7efae728d2936e78bda97dc267687568dd593f3,"OKX,Exchange,Deposit Address,OKX 3",0
0x555ce236c0220695b68341bc48c68d52210cc35b,,0
0xe7351fd770a37282b91d153ee690b63579d6dd7f,,0
0xced5a4538344edd2b22e13b07572655aca457958,,0
0x33b72f60f2ceb7bdb64873ac10015a35bed81717,,0
0xd56c2f7d67b4af20cd277fe62537f8ce13bafca1,,0
0x4656eb77156274b2d5edcb283c0eb910c15d1e5c,,0
0x5a687f8cf5aeede3ef21b0eb03fad431e235aec5,,0
0x1087a1b15551b36b571b26fb384a6ecb23f3324d,,0
0x16f76552132f132441824b32196359a84ea7f221,,0
0x46d358f327075d7bb617c3223cf06256b517f168,,0
0xb58de8c22bd0ea4eb03600102dace5dd6c0471c5,,0
0x66a9893cc07d91d95644aedd05d03f95e1dba8af,,0
0x0000000000001ff3684f28c67538d4d072c22734,,0
0xa95e0d036e0552c388416be7ca7c97662ca75307,,0
0x23d42e9c07426fbc5ca5c5c4f10db95a1f493619,,0
0x4fe8a7746e15e140b9a3940e550bbf74c04e534a,,0
0xda22e560705b14c02f84626272b9f48b83f1c86c,,0
0x94d6b451ec4c2b0d08554cf6ca22d6a5832e75c6,,0
0xb1eeb3e319825ab5a169697bc1b3d8314fe5715c,,0
0x97f7b09b29956d60d71158615f59bc3d8889722c,,0
0x97341dc93368b96bcbabe8604e2fba079f805555,,0
0x0fbaf6f34dfe5e70820f0009ff18e231731843a4,,0
0x044777176b8500d93a9c9edfd7eca24bc59ae05b,,0
0xc2ec3f87eb229a63b1df42e8066548053d63b822,,0
0x69ebf63fab45f7b96154dd323dedbfb0a86e0d9b,,0
0xb41bb4bcc55ab02cefb99c0de34396826d42d53f,,0
0x60ce0eb404f0421825e04ace02bcbe606e60ad06,,0
0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,,0
0x749bd1dac3abf17da7b4446ac2477294c26fad14,,0
0xeff38b9a464270d612176b60db05d37badc043a8,,0
0x72284df36147c589c73a4bd242c39b4928c943c6,,0
0x7d4bd22047f097e71f105ef8caa2b82b6f3f66b8,,0
0x95c91cb9c19093af90254e29f0a034435c68d675,,0
0x32d0bb84ac2a1c5e499434ced65a70cc62e9050a,,0
0x36f5f9426d54708225aa745c45321dbae77daf7a,,0
0x3bde80d0a26d1cd9c17f53d42979e2e38381ccc2,,0
0xd63f1325e22015038ec588c07c93daeca1eeb745,rug_pull,1
0x87a38850d65b7235c20b3427d45ad86472000000,rug_pull,1
0x0df7bdba6d50f88bdaa3c88207f2bc531994f315,phishing,1
0x520ea08a72895c2babd8bf0f6d84d018f15fa0a8,,0
0x934bbb5e640a80ca48ddd8d30bc4ea919d3a429a,,0
0xa03400e098f4421b34a3a44a1b4e571419517687,,0
0xef303c1538f06dd81e36331d9eef92c63535a1f7,,0
0xc3f7513d69c712f96dbc7aa3c119ff8608c84ea4,,0
0xc3911b2b73e48a8ecf5e051c7c1b9da1134c746a,,0
0x3d8fc1cffaa110f7a7f9f8bc237b73d54c4abf61,,0
0x631476e457c053070bb127d9f81960ef38afa4ff,,0
0x7b468281e6440c8f9bd84728a0c0eb997eb74db1,,0
0x5dbdcbde00fcb3f7fa279f17a042481ddf80a171,,0
0x540c54f034912809e7afcfc53c217eb60284f5ba,,0
0xd3d6a55b820b2e735286516435b7533a3052b363,,0
0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,"Blur.io,Marketplace,NFT,Blur.io: Marketplace 3",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,0
0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,,0
0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5,,0
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0
0xc2c862322e9c97d6244a3506655da95f05246fd8,,0
0x0190a2328e072fc5a7fa00f6c9ae2a16c7f4e32a,,0
0xe8b91a6ff17b38277c5491715a4334810baa71e8,,0
0xdef1c0ded9bec7f1a1670819833240f027b25eff,,0
0x0d0e364aa7852291883c162b22d6d81f6355428f,"0x Protocol,0x: Settler V1.7",0
0x0f4a1d7fdf4890be35e71f3e0bbc4a0ec377eca3,,0
0x9008d19f58aabd9ed0d60971565aa8510560ab41,,0
0x5fa60726e62c50af45ff2f6280c468da438a7837,,0
0x24347c516ca21d3ccee2a75506c1f9cafe673261,,0
0x7cfdb9f5ddbe589c5650bc9830b6e2833ffa1726,,0
0x1febe808366e23736b0683e7fe92effc1036be60,,0
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,,0
0x5dc62cea20b0e7c3607adcc61a885ff9369dbc60,,0
0x1111111254eeb25477b68fb85ed929f73a960582,,0
0x0e992c001e375785846eeb9cd69411b53f30f24b,,0
0xb8dd57c957c76b2d2b1a2932488615d1f28a5e33,,0
0x1f2f10d1c40777ae1da742455c65828ff36df387,,0
0x85cd07ea01423b1e937929b44e4ad8c40bbb5e71,,0
0x000000000091aa76be15fc8a8338866209e35129,,0
0x9799c44c750907d0c0b127e25b3d938f83501d8d,,0
0x35fc556d6f8675b26fdf1542e6e894100155b34e,,0
0x111111125421ca6dc452d289314280a0f8842a65,"1inch,Aggregation Router V6",0
0x427ada9c1d660512b164269dda8feb4175a4b3b7,,0
0x0e3d4e30babb93c3d8d48e5afd7ad1c2ea3a116a,,0
0x42c4779db83ada6108b99ad51b96c52ede2e1153,,0
0x13f4ea83d0bd40e75c8222255bc855a974568dd4,,0
0x74de5d4fcbf63e00296fd95d33236b9794016631,,0
0x15392211222b46a0ea85a9a800830486d144848d,,0
0x5ad095de83693ba063941f2f2c5a0df02383b651,,0
0x7f86bf177dd4f3494b841a37e810a34dd56c829b,Curve: crvUSDCWBTCWETH Pool,0
0xe130d0cc8ef1b4487c8b7b6473af50693fc841b6,,0
0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,"MEV Bot,MEV Bot: 0x50...EDF",0
0xbbbb265e9f799d2f8d0040852dff743d95feaa5e,,0
0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,"MEV Builder,beaverbuild",0
0xf5a2ecec8333bb295569bb40f41918d3073ccab2,Beacon Depositor,0
0xbadc0ffee00baa564f3fea62e9d37843284c1e6a,,0
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,,0
0x110427d280e2aa672a007d0b152b79bfb32a0187,,0
0x6140b987d6b51fd75b66c3b07733beb5167c42fc,,0
0xcde51b16717139891d40a872215d96a5ef38eee0,,0
0x7cdf68ce9a05413cbb76cb7f80eaf415a826e313,,0
0x44a6999ec971cfca458aff25a808f272f6d492a2,,0
0xd6e4aa932147a3fe5311da1b67d9e73da06f9cef,,0
0x2ec705d306b51e486b1bc0d6ebee708e0661add1,,0
0xb1b2d032aa2f52347fbcfd08e5c3cc55216e8404,,0
0xe40d548eb4fa4d9188fd21723f2fd377456c0876,,0
0xd315a9c38ec871068fec378e4ce78af528c76293,,0
0x82db0ce160b75743852bfca74b6f9016e9702c85,,0
0xf2a5e6ca886ccdab6a54a4d861a8d7b5c6733f77,,0
0x3b55732f6d3997a7d44a041b8496e1a60712a35f,,0
0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,Curve: crvUSDETHCRV Pool,0
0x6c2fbca31c7b78ce882605589f870b323f722818,,0
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,,0
0xf326e4de8f66a0bdc0970b79e0924e33c79f1915,"MetaMask,Smart Account by Safe,MetaMask: DS Proxy",0
0x28c6c06298d514db089934071355e5743bf21d60,,0
0x96ba7bad498581221110fe13181760e22f12a0a9,,0
0x1f9090aae28b8a3dceadf281b0f12828e676c326,,0
0xa111ee6751e0bbde7f132c63569ec63321fc1a74,,0
0xbf7bb9dcbd5381b56323b16c2b9b4fa5bd4364a6,,0
0x45312ea0eff7e09c83cbe249fa1d7598c4c8cd4e,,0
0x03e8482c2bbf8247361b1d6000f138d9f9ca9cd7,,0
0x760c5a331fd9b11e8c4a236dd1096e7e109700e6,,0
0xb957f1d15ddeea766cbe44deb65df1d3eab3e25a,,0
0xc36442b4a4522e871399cd717abdd847ab11fe88,"Uniswap,Token Contract,Frax Finance,Uniswap V3: Positions NFT",0
0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,,0
0xbbb017c054c1bd00b95add371e5d68557a9273de,,0
0x146448fb756ed766fe4f87f7a0a1d636d6de8d92,,0
0x24274560b74a026c6b21cf83146988b8d4290ca9,,0
0x46affe1b4f3fc41581fd20fbaf055daeab80a8b5,,0
0x8ae732519c77bf571c2831351ba0dc23a57b1ab3,,0
0xa53290fd2f68a989b22304cc34f0b334bc419c3e,,0
0xb2262c81860a40ee442b505d21e8370450c6ba8e,,0
0x913105f2d2bfb8392f7845ef79e0c2c62f2755df,,0
0xa130a2b5893313a237211d13c446a5a8c956da8f,,0
0x6f39a94bea36591c58d0488c999f4361afc72c2a,,0
0x19f32321715fce500a1acbf3931c9b46cb9374ec,,0
0x1c1b9bbc73d2a98c13edadb393b1c32e179759b1,,0
0xa023f08c70a23abc7edfc5b6b5e171d78dfc947e,,0
0x02235fe5e5f3591435781a9b39b4b047310a02ef,,0
0x768a5766e12e92243d4ec965d49e2f3395baacb1,,0
0xbb98efb3347792c78fac1914d01b1ff669cbb5ee,rug_pull,1
0x7d9d1b29d19ef55d25ae252ea099242c4d2c6b46,,0
0xf632a6209b47c3eb954a0cfb166f31c860d5983c,,0
0x473aeaa01a1eef7b47027c608dc9cc5f404f3c3f,rug_pull,1
0x5703b683c7f928b721ca95da988d73a3299d4757,,0
0xfa103c21ea2df71dfb92b0652f8b1d795e51cdef,,0
0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,,0
0xcfbe0bc2e53019e04582d2b5bc41b29d67bb475a,,0
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,"Uniswap,DEX,Uniswap V3: Router 2",0
0xf3de3c0d654fda23dad170f0f320a92172509127,,0
0xc21e824a77ea3df5f0a2f382b00f8c168aa3dce3,,0
0x972f428939947c5189673a2c427ba2600affcb3a,,0
0x53e13979a739676402507c8550739b53171608e9,,0
0xd4bc53434c5e12cb41381a556c3c47e1a86e80e3,,0
0x9ed181da6b359c3ee23c1d6912a6b4b0c349a165,"0x Protocol,0x: Settler MetaTxn V1.7",0
0x05a7f9f7d13579bce9018bafdb5e77bbdda9a666,,0
0xfedbf248fb7166c13a2484714fff5ee395a08ea1,,0
0x828ae1566824a9835acb6f565e1e9ea22bfb883a,,0
0xa0b4897c1f1b3d19da3b8b9445831da90cb18a16,,0
0x60876318e596c581a7ddf89172bc5915f6457413,,0
0xb8c44d9a164a94aa2752dda82daf093355605c49,,0
0xf6aa583040775bb67db45291b1d89828bbff3d0e,,0
0xbadc0de76438f9524d42c219b390636196bfbdfc,,0
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,"ParaSwap,Paraswap v5: Augustus Swapper Mainnet",0
0x4214cbcb2191fd3f0bdac2a60b22e411217b9b21,,0
0x3a1c28440ca1d2a68a8a413a3dee7bd6a4757005,,0
0x7f7dd11156f894f5eb8bb6913b241032c741cecd,,0
0x000000a217a2000026f589000423a16d91fde157,,0
0xaa6cd671cf4e85c2c327e0f62b65e57d0fadd97a,,0
0x5b1315bbea9216ebb840816040e2c19afcce59a8,,0
0xb584d4be1a5470ca1a8778e9b86c81e165204599,,0
0x07db6d3c0bccf748e18108f6143be7e39403af2d,,0
0xebeca48463abeecce7aeb15aae073da8a01b170d,,0
0x70e7f8576eb2c1a924eeb1db089971cdd8730ac5,,0
0x2f160bccfc1b772dd1375f2cbabf9acb3fe05355,,0
0xd4c8bc4573cc4217d9eb0e4c764535fa4c1607fc,,0
0x6af110eebb61f802c2fd75633b4a5729d91ec8a2,,0
0x1ed676ed58b410ef4b6a7ba81674d11c9486054f,,0
0x522391ff31fcb54f55464bddd42264650cd687e6,,0
0xbecc847c8e1363eeabf4aca5c92729eddd056baa,,0
0x1a1a1f58d6c77dd28587a82e5211939700b5146b,,0
0x5b95fe4969d5955c831a5afafa9be775c7ab7bce,,0
0x725b303c18736c6d1cb843d6365dc724cd05c198,,0
0xd04ca2051c58e3c479fa62283a523ae69f5c58e1,,0
0x767a821553e6130aef10dad06b4b734be3de2239,,0
0xdcf63a49f5938fd3b673271015ecf1aa3a2ef154,,0
0x8ed68dc944d64454d10a5d5371ee67f89afe3897,,0
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,,0
0xa397a8c2086c554b531c02e29f3291c9704b00c7,,0
0xd5586480dc09dd2339140eacea0de8b46d4925c8,,0
0x56568eb11eeec7899835809561f6486907374d40,,0
0x14a5d186e9bb0a76d2114df0b29c0be9a7eb5a72,,0
0x432a69d46d3e0dcb2d9bb4334976bd1365c5854a,,0
0xa5cc0e3b920106f25c05914a0b9adc5159ea407c,,0
0xbcc66fc7402daa98f5764057f95ac66b9391cd6b,,0
0xeda798ebbd43ef483e1a6b8436c486d355aaf7f7,,0
0xbd7b550d2e7571383d84acf597a00d341e5c406e,,0
0x9be264469ef954c139da4a45cf76cbcc5e3a6a73,,0
0x8ac4ae65b3656e26dc4e0e69108b392283350f55,,0
0x471d69f435df6464f3c3e655093040d81926927c,,0
0xd13153fef729b90124ddba38cec0c46965bc10fd,,0
0xb79467f7a026813b09a2b2ebff9eece80afe65af,,0
0x22a956c4755d8c4294b358dc346e74250e175622,,0
0xc8c7a58d262803369fe76d4a4a4b8975cc04493e,,0
0x16af8e611ac3293b3963706d30ae18bfd77b9396,,0
0x6f20edeb8e9c933cd53a51e460b9b1baaf24d66d,,0
0x285c05cb5fdbab28584a474b1e9a6a83351192b1,,0
0x303638576c75c30d150c6e8d41b3e1114bec6e03,,0
0x270198257e043bdbcfa057e2022761991be3e439,"ByBit,Deposit Address,ByBit Dep: 0x270198...E3e439",0
0x60fbaf99832fb4360351abc2b55e4b1f2fe98c71,,0
0x0ffb0503300e571d9ced3be4e41e0df902eaae67,,0
0x6dfb6e64eaa087b618031a9b315b8e1ebbd7c7e7,,0
0x855ee6c7958f2cc902c405b04e2138208fc99084,,0
0xc91957793c3b58932e637fb368c6cd2e8d206e91,,0
0x9223547d092c9bc1e2c8f4e4a16f8c65393b61be,,0
0xb0999731f7c2581844658a9d2ced1be0077b7397,,0
0xdf9d011056d844112d737d62e5533c1e43359400,,0
0x10e4f599a7abfa4a3d490b9c658abf30caf4680d,,0
0xd768d1fe6ef1449a54f9409400fe9d0e4954ea3f,,0
0xe436cff0d64b9c33397fc476f2911ede8694bd7e,rug_pull,1
0x2cc747f9d5a177f99f7da72e68d68b6c8fe21841,,0
0x4945ce2d1b5bd904cac839b7fdabafd19cab982b,"Bitrefill,Exchange,Bitrefill: Payment Gateway",0
0x3cb16a661f72cd06fbd4f98a915b46c4eba0daec,,0
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,"Exchange,Kraken,Kraken 4",0
0x10cf40fea7cd22309a1645caeb79911dfe5a8ec6,,0
0x2012e1fa172501cd9016a5ceeb3cd55af039e129,,0
0xd1e0765fa36f115d1b6875b0e199fc2404581079,,0
0x90a0b30e18dfc0f03d74758af68a1ec21099a2ce,,0
0xf8afa8697b3bebbf28c0f25b904d8d634ae8f32a,,0
0xbf04ec215e1a64250bdee39af7afa50af72e54dd,,0
0x6f3e2b938910f89ff1545db4232e34a2a54c341f,,0
0x271820bf53ec90811f4096ee6fd15b8e7715e51a,,0
0x6530a63bac7c0270b8c5967c9480efdfb24627f1,,0
0x4df9fed52d11382258b2c6d0d007f5b07cb2f860,,0
0xcb74180e7aa2f696b578d91d6b3368b3ebad9f22,,0
0x3247f6b66f24f672eacf52080e0381fa45deb307,,0
0xfafd74ff153f435534f174e49632da2a1e491678,,0
0x39b7fd004623257dd973e7b003111cd53397ab4c,,0
0x2468bb23f57c47e80e635f5fff19786ad3c6f787,,0
0xd79736d5ea8b30ef87b2460bbe85958e1994cd50,,0
0x7f85f605c9ac6303d07f004b830d3dcff3b67541,,0
0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3,"Exchange,WhiteBIT,WhiteBIT",0
0xa9846fa23bf55fc8aac6968e216e7d3749251f07,,0
0xac1759d927ed2b1183c9c93d0951d33829af8c20,,0
0x301d36800373a89ef3e0445538f421d823625813,,0
0x37bc507c80f56fdaf7640c428c08cfe4580b7014,,0
0x7ab1f777675acf5a4b7e41c0d636b505078edb11,,0
0x05568beaa402b262e278346a8a30ed833cec8b86,,0
0x4821b9ac65d891405f12fbee8b76fab78e50c1b4,,0
0xa5441e8a51ff85e5b34d52ed4536484da8fefc7a,,0
0x6c97f79c340d61643c21e86e532573582d31eaf1,,0
0xc801e405e03c0282f061ff078a5eba73373f9007,,0
0x72aec0156dc24b1262bb8516c490bdd228a1dbce,,0
0x31ea36515fc554cd69c9209970c0b4f11c70a361,,0
0xf769a86a870124374e3aa6158f8870d60c86590d,,0
0xbfb731db07728b6a4de5bd2c89a771567de958e9,,0
0x67f0414805f3eb233420eb20f93575f4e38bc402,,0
0xbb0d49dccb65e05a2c9509eae66bffa78107b545,,0
0x7acfa52f8958aa101cae2358e33e0e9ed3895093,,0
0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,"deBridge,deBridge: Crosschain Forwarder Proxy",0
0xa10e3741f7b09119b523eae98f8a746272bb78af,,0
0x61e1eb45661d344cd472590d45893ff1ff190dd7,,0
0xe67534a9f24cc000f467eaa17f920bf63b87a2cd,,0
0x623b3a199f9ab01d629e7e0ba2c13a1f99e4cbc5,,0
0x26c239a7af5285ee50774cb0de9a417c60db7a96,,0
0x9c69b587e49b724e95b8a93f62010891f604b460,,0
0x43de2d77bf8027e25dbd179b491e8d64f38398aa,"Bridge,deBridgeGate",0
0xb7ceb9909826ba46b00f049bb413cfddfc8f799c,,0
0xc716f4e78645b7031d1e6ed5553a67bb65099ace,,0
0xa6247d238fbfd6e0291eac1bf60c6e6299489558,,0
0xcae2a5a1ab465b57d4253257157c1037b9e3bc06,,0
0x39dba8d2da457942a570f9d5aa4542898cff4e98,,0
0x8d38b7dcb63fe1d05fd6d77c9e763a538fdaa65f,,0
0xb2a27e01335302f9ab6c6701f8bfc2825ad99542,,0
0x460de16382230c82b07119396e0925683f9aba25,,0
0x6c5da5f563111912db4b054b976f133199c96ad4,,0
0x19579b0b9ef049e3a4f5a51d238e547135ae407e,,0
0xbdc32f01644fe6b67b5a4e474190bcf2c6a1355a,,0
0x928326566655c893340fb03bc11284f1f7f5a214,,0
0xf5836a66723e1cafdf9e5fbd7de979677b88fa4b,,0
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,LI.FI: LiFi Diamond,0
0x5052fc5c7486162dedf7458e1f7c6abafbcd6895,,0
0xb75842a3407e98705ec1d502045f8ccf7c5c3102,,0
0x31a9b1835864706af10103b31ea2b79bdb995f5f,,0
0x6e378c84e657c57b2a8d183cff30ee5cc8989b61,,0
0x933597a323eb81cae705c5bc29985172fd5a3973,,0
0x424bdbbaeda89732443fb1b737b6dc194a6ddbd5,,0
0x09c6054040afd56317a95a5cba36e96ebf950bfc,,0
0x7ca99dc73b06e2b4cdc7bb145026a0c6d94c897d,,0
0xc5facc8088dba84b56fb4ca6088a1ffdb955531e,,0
0xdf742e84de424a7267a07449b6381ddc9cec8360,,0
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,,0
0xd607e59ed0542a4c62ab3dbf66d1beba42538e21,,0
0xf45eed81b1e6e9ce448f65cbce42380fff6fb8a8,,0
0xcbb2d9ef61a02a5b9cbd5c78d2271fb2c7cb889a,,0
0x74e7d48ee79a21b95b7ce0c50bbd71a6f13bbee9,,0
0xc3727321beb009f44ad137aeae27fe429c589053,,0
0x129c24df1bd82bc2ce9f461063af011662926ba5,,0
0xa50d130da149730e5c3a3497b63ae94faeeee755,,0
0x0439e60f02a8900a951603950d8d4527f400c3f1,"MetaMask,MetaMask: Meta Bridge",0
0x4c5de133ab956804613028a2c394bc1d955bf0a5,,0
0x760ad34e0de6600b849d7469b1f991053e820c3e,,0
0x363baa24c50f39d2a5ffcfc4b7d3866936f60900,,0
0x862d4948d538b65194c13cd606c33bf6d8014dd5,,0
0xa05d214145f0c94004cfe205019a540be5289b20,phishing,1
0x2588f181dc5a9e007b0ee36c82b640b210946588,,0
0xeb37f5c8253dccb09cf70d9d15dcc3340eda41af,,0
0xa39a8f743ead3cb4dc9373ef85d00787b52a6a08,rug_pull,1
0x0a3166eeeae85c241c89cade8ea87712019d56ca,phishing,1
0x49d082c8a3a8d01af9b7d09d6338279385f90cde,,0
0xb0ae6ff77ac52f5c9af9d525a15d871bc291686e,,0
0xbaa56be07be167d0efaffdefd08689b77c7524fe,rug_pull,1
0xc22b8690e44ba29cea5b6c0c7b19c3e6178a18fd,,0
0x1f49a3fa2b5b5b61df8de486abb6f3b9df066d86,,0
0xdac7c148081da9533ed2a772aa1dba33cdc2b9e3,,0
0x47e7b856ecc66e16bbf8935dba262ac7ef1e7fb6,,0
0x3bdb03ad7363152dfbc185ee23ebc93f0cf93fd1,,0
0x5f0576842e0260c322a5f71678a327c169e91959,,0
0x881d40237659c251811cec9c364ef91dc08d300c,"MetaMask,DEX,Metamask: Swap Router",0
0xb68f6ee69be8c6c94d40c1883b6b6dc2fd1e7df1,,0
0x86cb09ba52a457073dde014663ac373ed0c17658,,0
0x3a10dc1a145da500d5fba38b9ec49c8ff11a981f,,0
0xb47408ae708c1830d44480eea7a1cf598084f1ff,,0
0xfcd37f99029b5b1a2baa733f01c03893838ea44d,,0
0x055c48651015cf5b21599a4ded8c402fdc718058,,0
0x18cb31c47850c930378f92a5bf1972c9c90c9a5e,,0
0xa7ca2c8673bcfa5a26d8ceec2887f2cc2b0db22a,,0
0xd01607c3c5ecaba394d8be377a08590149325722,,0
0x11c907b3aedbd863e551c37f21dd3f36b28a6784,,0
0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,,0
0x3e88c9b0e3be6817973a6e629211e702d12c577f,,0
0x0426d1ba4e0684c0e6b9c66264fa76d146affaf4,,0
0x21eb14be414edc32a819525c231c3ee97dc811f8,,0
0xef7ced78be81d60f5bd0a898bb19aa9a379f246e,,0
0x185ba3ff95d5ec294a76749ffcb0558bb3583cd3,,0
0x6f302f08653a196aa81536d3001435099ba15fea,,0
0xd61bec772e2bab245ff40b397d45418536e6b83b,,0
0xae39bf556a02873ff627fb66d1480b8dcc35767e,,0
0x5df7042514486c93b4440ddfa4d9d05085d4830a,,0
0x04f8686c4cceb7404561aada225af5df040f4ad3,,0
0xcdcf00bbb229fa3d83d2105370a9836f96b9ff77,,0
0x353b3e3ac0397f630a718c6295b3679015be1863,,0
0x86e9064e97fe58cbab77c7d7df10c592e6ad359b,,0
0x3403638c12f69970f7f568d15618eeaefe6d42c2,,0
0x21cb244dcaa8113a15d8f6fae4c4b821f253d642,,0
0xbef720996ab7e0da0b40d1924452a33afb5716a9,,0
0x5b5a515ab0be6f642aa47b644de8c0a0ae6d77d3,,0
0xfb8578ba5ba33c0aadafe1b0454fab15417ee74a,,0
0x0d823292504a3f8ea21a206c950b186d8be88643,,0
0x57441ae820828d8b7c41574fc95bc4a21f96fa2b,,0
0x8df0f834b39386afc43326289bb3b70cf6335315,,0
0xe002d36f83080f2b4cbb8848351965f822c2b3c6,,0
0x7afa9d836d2fccf172b66622625e56404e465dbd,,0
0xa2d381c4cd5f09182b5d0f2cf9c08debb0817db6,,0
0x655d0780135cead932c9f28c5d22c0ee54dcf8ce,,0
